,meta_cat,organization,n_units,description,cost,fair_value
222,PROVINCIAL BONDS & GUARANTEES ,Province of Newfoundland and Labrador,"32,000","4.65% due October 17, 2040","30,820","34,422"
223,PROVINCIAL BONDS & GUARANTEES ,Province of Nova Scotia,"48,000","4.70% due January 14, 2015","50,088","49,768"
224,PROVINCIAL BONDS & GUARANTEES ,Province of Nova Scotia,"148,000","4.60% due August 18, 2016","147,133","160,143"
225,PROVINCIAL BONDS & GUARANTEES ,Province of Nova Scotia,"196,000","4.15% due November 25, 2019","194,966","212,046"
226,PROVINCIAL BONDS & GUARANTEES ,Province of Nova Scotia,"497,000","4.10% due June 01, 2021","521,387","530,688"
227,PROVINCIAL BONDS & GUARANTEES ,Province of Nova Scotia,"58,000","4.45% due October 24, 2021","56,869","62,904"
228,PROVINCIAL BONDS & GUARANTEES ,Province of Nova Scotia,"180,000","9.60% due January 30, 2022","285,448","260,435"
229,PROVINCIAL BONDS & GUARANTEES ,Province of Nova Scotia,"275,000","6.60% due June 01, 2027","367,085","353,312"
230,PROVINCIAL BONDS & GUARANTEES ,Province of Nova Scotia,"77,000","6.60% due December 01, 2031","100,039","101,459"
231,PROVINCIAL BONDS & GUARANTEES ,Province of Nova Scotia,"105,000","5.80% due June 01, 2033","124,202","128,598"
232,PROVINCIAL BONDS & GUARANTEES ,Province of Nova Scotia,"113,000","4.90% due June 01, 2035","117,947","125,167"
233,PROVINCIAL BONDS & GUARANTEES ,Province of Nova Scotia,"292,000","4.50% due June 01, 2037","285,077","306,724"
234,PROVINCIAL BONDS & GUARANTEES ,Province of Nova Scotia,"141,000","4.70% due June 01, 2041","143,177","153,095"
235,PROVINCIAL BONDS & GUARANTEES ,Province of Nova Scotia,"340,000","4.40% due June 01, 2042","357,769","353,602"
236,PROVINCIAL BONDS & GUARANTEES ,Province of Nova Scotia,"577,000","3.50% due June 02, 2062","572,398","507,392"
237,PROVINCIAL BONDS & GUARANTEES ,Province of Ontario,"497,000","4.50% due March 08, 2015","531,334","516,606"
238,PROVINCIAL BONDS & GUARANTEES ,Province of Ontario,"800,000","3.15% due September 08, 2015","808,674","825,651"
239,PROVINCIAL BONDS & GUARANTEES ,Province of Ontario,"1,753,000","4.40% due March 08, 2016","1,878,543","1,868,638"
240,PROVINCIAL BONDS & GUARANTEES ,Province of Ontario,"506,000","3.20% due September 08, 2016","504,745","529,630"
241,PROVINCIAL BONDS & GUARANTEES ,Province of Ontario,"1,872,000","4.30% due March 08, 2017","1,945,128","2,024,068"
242,PROVINCIAL BONDS & GUARANTEES ,Province of Ontario,"1,738,000","1.90% due September 08, 2017","1,730,112","1,734,562"
243,PROVINCIAL BONDS & GUARANTEES ,Province of Ontario,"625,000","4.20% due March 08, 2018","653,464","675,844"
244,PROVINCIAL BONDS & GUARANTEES ,Province of Ontario,"414,000","5.50% due June 02, 2018","451,034","470,034"
245,PROVINCIAL BONDS & GUARANTEES ,Province of Ontario,"2,369,000","2.10% due September 08, 2018","2,353,978","2,344,038"
246,PROVINCIAL BONDS & GUARANTEES ,Province of Ontario,"2,565,000","4.40% due June 02, 2019","2,699,871","2,804,421"
247,PROVINCIAL BONDS & GUARANTEES ,Province of Ontario,"2,905,000","4.20% due June 02, 2020","3,009,366","3,141,414"
248,PROVINCIAL BONDS & GUARANTEES ,Province of Ontario,"343,000","4.85% due June 02, 2020","340,969","383,860"
249,PROVINCIAL BONDS & GUARANTEES ,Province of Ontario,"3,824,000","4.00% due June 02, 2021","3,996,414","4,051,961"
250,PROVINCIAL BONDS & GUARANTEES ,Province of Ontario,"4,307,000","3.15% due June 02, 2022","4,379,626","4,237,679"
251,PROVINCIAL BONDS & GUARANTEES ,Province of Ontario,"390,000","9.50% due July 13, 2022","617,466","565,147"
252,PROVINCIAL BONDS & GUARANTEES ,Province of Ontario,"5,535,000","2.85% due June 02, 2023","5,385,010","5,230,697"
253,PROVINCIAL BONDS & GUARANTEES ,Province of Ontario,"400,000","8.10% due September 08, 2023","573,043","547,636"
254,PROVINCIAL BONDS & GUARANTEES ,Province of Ontario,"250,000","7.50% due February 07, 2024","340,680","330,937"
255,PROVINCIAL BONDS & GUARANTEES ,Province of Ontario,"263,000","3.50% due June 02, 2024","262,424","258,652"
256,PROVINCIAL BONDS & GUARANTEES ,Province of Ontario,"390,000","8.50% due December 02, 2025","588,652","565,991"
257,PROVINCIAL BONDS & GUARANTEES ,Province of Ontario,"160,000","8.00% due June 02, 2026","231,730","225,812"
258,PROVINCIAL BONDS & GUARANTEES ,Province of Ontario,"1,099,000","7.60% due June 02, 2027","1,576,083","1,528,288"
259,PROVINCIAL BONDS & GUARANTEES ,Province of Ontario,"400,000","6.25% due August 25, 2028","487,965","497,526"
260,PROVINCIAL BONDS & GUARANTEES ,Province of Ontario,"425,000","6.50% due March 08, 2029","533,373","547,632"
261,PROVINCIAL BONDS & GUARANTEES ,Province of Ontario,"683,000","6.20% due June 02, 2031","903,512","864,480"
262,PROVINCIAL BONDS & GUARANTEES ,Province of Ontario,"1,101,000","5.85% due March 08, 2033","1,328,691","1,355,786"
263,PROVINCIAL BONDS & GUARANTEES ,Province of Ontario,"1,155,000","5.60% due June 02, 2035","1,487,454","1,396,212"
264,PROVINCIAL BONDS & GUARANTEES ,Province of Ontario,"1,797,000","4.70% due June 02, 2037","2,003,032","1,945,236"
265,PROVINCIAL BONDS & GUARANTEES ,Province of Ontario,"1,959,000","4.60% due June 02, 2039","1,968,170","2,091,296"
266,PROVINCIAL BONDS & GUARANTEES ,Province of Ontario,"217,000","5.65% due July 13, 2039","253,139","263,005"
267,PROVINCIAL BONDS & GUARANTEES ,Province of Ontario,"3,342,000","4.65% due June 02, 2041","3,682,084","3,604,159"
268,PROVINCIAL BONDS & GUARANTEES ,Province of Ontario,"4,194,000","3.50% due June 02, 2043","4,178,890","3,726,297"
269,PROVINCIAL BONDS & GUARANTEES ,Province of Ontario,"2,154,000","3.45% due June 02, 2045","1,965,232","1,890,560"
270,PROVINCIAL BONDS & GUARANTEES ,Province of Prince Edward Island,"30,000","8.50% due October 27, 2015","40,277","33,832"
271,PROVINCIAL BONDS & GUARANTEES ,Province of Prince Edward Island,"41,000","4.25% due September 24, 2019","40,951","44,381"
272,PROVINCIAL BONDS & GUARANTEES ,Province of Prince Edward Island,"38,000","3.70% due September 02, 2020","37,799","39,678"
273,PROVINCIAL BONDS & GUARANTEES ,Province of Prince Edward Island,"98,000","6.10% due July 29, 2027","116,330","119,495"
274,PROVINCIAL BONDS & GUARANTEES ,Province of Prince Edward Island,"48,000","6.25% due January 29, 2032","57,819","60,157"
275,PROVINCIAL BONDS & GUARANTEES ,Province of Prince Edward Island,"48,000","5.60% due February 21, 2034","54,488","56,623"
276,PROVINCIAL BONDS & GUARANTEES ,Province of Prince Edward Island,"115,000","5.70% due June 15, 2035","132,694","137,752"
277,PROVINCIAL BONDS & GUARANTEES ,Province of Prince Edward Island,"38,000","5.30% due May 19, 2036","41,441","43,442"
278,PROVINCIAL BONDS & GUARANTEES ,Province of Prince Edward Island,"27,000","4.65% due November 19, 2037","26,562","28,344"
279,PROVINCIAL BONDS & GUARANTEES ,Province of Prince Edward Island,"98,000","4.60% due May 19, 2041","99,753","102,066"
280,PROVINCIAL BONDS & GUARANTEES ,Province of Prince Edward Island,"76,000","3.65% due June 27, 2042","75,793","67,473"
281,PROVINCIAL BONDS & GUARANTEES ,Province of Prince Edward Island,"37,000","3.60% due January 17, 2053","36,690","32,057"
282,PROVINCIAL BONDS & GUARANTEES ,Province of Quebec,"967,000","5.00% due December 01, 2015","1,047,874","1,035,175"
283,PROVINCIAL BONDS & GUARANTEES ,Province of Quebec,"1,327,000","4.50% due December 01, 2016","1,367,065","1,438,998"
284,PROVINCIAL BONDS & GUARANTEES ,Province of Quebec,"2,031,000","4.50% due December 01, 2017","2,123,164","2,217,890"
285,PROVINCIAL BONDS & GUARANTEES ,Province of Quebec,"1,170,000","4.50% due December 01, 2018","1,242,325","1,281,875"
286,PROVINCIAL BONDS & GUARANTEES ,Province of Quebec,"2,008,000","4.50% due December 01, 2019","2,085,198","2,204,482"
287,PROVINCIAL BONDS & GUARANTEES ,Province of Quebec,"2,395,000","4.50% due December 01, 2020","2,561,771","2,623,993"
288,PROVINCIAL BONDS & GUARANTEES ,Province of Quebec,"3,286,000","4.25% due December 01, 2021","3,516,046","3,510,781"
289,PROVINCIAL BONDS & GUARANTEES ,Province of Quebec,"2,131,000","3.50% due December 01, 2022","2,212,146","2,130,588"
290,PROVINCIAL BONDS & GUARANTEES ,Province of Quebec,"360,000","9.375% due January 16, 2023","561,100","521,698"
291,PROVINCIAL BONDS & GUARANTEES ,Province of Quebec,"60,000","9.50% due March 30, 2023","94,571","87,833"
292,PROVINCIAL BONDS & GUARANTEES ,Province of Quebec,"2,193,000","3.00% due September 01, 2023","2,165,119","2,078,862"
293,PROVINCIAL BONDS & GUARANTEES ,Province of Quebec,"335,000","3.75% due September 01, 2024","334,493","333,632"
294,PROVINCIAL BONDS & GUARANTEES ,Province of Quebec,"275,000","5.35% due June 01, 2025","297,126","312,276"
295,PROVINCIAL BONDS & GUARANTEES ,Province of Quebec,"365,000","8.50% due April 01, 2026","543,650","526,554"
296,PROVINCIAL BONDS & GUARANTEES ,Province of Quebec,"410,000","6.00% due October 01, 2029","502,965","501,011"
297,PROVINCIAL BONDS & GUARANTEES ,Province of Quebec,"1,383,000","6.25% due June 01, 2032","1,856,718","1,743,840"
298,PROVINCIAL BONDS & GUARANTEES ,Province of Quebec,"1,309,000","5.75% due December 01, 2036","1,551,661","1,591,994"
299,PROVINCIAL BONDS & GUARANTEES ,Province of Quebec,"1,169,000","5.00% due December 01, 2038","1,289,945","1,296,511"
300,PROVINCIAL BONDS & GUARANTEES ,Province of Quebec,"2,548,000","5.00% due December 01, 2041","2,839,838","2,841,325"
301,PROVINCIAL BONDS & GUARANTEES ,Province of Quebec,"2,560,000","4.25% due December 01, 2043","2,781,305","2,548,326"
302,PROVINCIAL BONDS & GUARANTEES ,Province of Quebec,"1,081,000","3.50% due December 01, 2045","1,027,161","937,311"
303,PROVINCIAL BONDS & GUARANTEES ,Province of Saskatchewan,"61,000","4.25% due December 03, 2015","61,629","64,495"
304,PROVINCIAL BONDS & GUARANTEES ,Province of Saskatchewan,"183,000","4.50% due August 23, 2016","181,748","197,970"
305,PROVINCIAL BONDS & GUARANTEES ,Province of Saskatchewan,"178,000","4.65% due September 05, 2017","177,197","195,574"
306,PROVINCIAL BONDS & GUARANTEES ,Province of Saskatchewan,"172,000","3.90% due July 28, 2020","171,506","184,914"
307,PROVINCIAL BONDS & GUARANTEES ,Province of Saskatchewan,"50,000","9.60% due February 04, 2022","74,848","72,860"
308,PROVINCIAL BONDS & GUARANTEES ,Province of Saskatchewan,"20,000","8.75% due May 30, 2025","30,777","29,386"
309,PROVINCIAL BONDS & GUARANTEES ,Province of Saskatchewan,"74,000","5.75% due March 05, 2029","86,780","90,415"
310,PROVINCIAL BONDS & GUARANTEES ,Province of Saskatchewan,"186,000","6.40% due September 05, 2031","237,365","244,496"
311,PROVINCIAL BONDS & GUARANTEES ,Province of Saskatchewan,"106,000","5.80% due September 05, 2033","126,415","132,520"
312,PROVINCIAL BONDS & GUARANTEES ,Province of Saskatchewan,"196,000","5.60% due September 05, 2035","228,440","241,713"
313,PROVINCIAL BONDS & GUARANTEES ,Province of Saskatchewan,"158,000","5.00% due March 05, 2037","167,925","181,701"
314,PROVINCIAL BONDS & GUARANTEES ,Province of Saskatchewan,"590,000","4.75% due June 01, 2040","662,073","659,335"
315,PROVINCIAL BONDS & GUARANTEES ,Province of Saskatchewan,"294,000","3.40% due February 03, 2042","296,276","263,506"
316,PROVINCIAL BONDS & GUARANTEES ,Province of Saskatchewan,"253,000","3.90% due June 02, 2045","249,542","248,218"
317,PROVINCIAL BONDS & GUARANTEES ,Yukon Development Corporation,"38,000","5.00% due June 29, 2040","37,743","40,363"
318,MUNICIPAL BONDS ,The 55 School Board Trust,"316,000","5.90% due June 02, 2033","369,641","368,202"
319,MUNICIPAL BONDS ,City of Montreal,"92,000","4.60% due June 01, 2017","91,814","99,157"
320,MUNICIPAL BONDS ,City of Montreal,"97,000","5.00% due December 01, 2017","97,476","106,399"
321,MUNICIPAL BONDS ,City of Montreal,"77,000","5.00% due December 01, 2018","76,344","84,879"
322,MUNICIPAL BONDS ,City of Montreal,"110,000","5.45% due December 01, 2019","113,681","124,317"
323,MUNICIPAL BONDS ,City of Montreal,"210,000","4.50% due December 01, 2021","215,237","222,784"
324,MUNICIPAL BONDS ,City of Montreal,"108,000","3.50% due September 01, 2023","104,955","103,792"
325,MUNICIPAL BONDS ,City of Montreal,"120,000","4.25% due December 01, 2032","119,136","115,714"
326,MUNICIPAL BONDS ,City of Montreal,"223,000","6.00% due June 01, 2043","283,540","272,429"
327,MUNICIPAL BONDS ,City of Ottawa,"18,000","5.05% due August 13, 2030","17,899","19,252"
328,MUNICIPAL BONDS ,City of Ottawa,"44,000","4.40% due October 22, 2033","43,936","44,021"
329,MUNICIPAL BONDS ,City of Ottawa,"100,000","4.60% due July 14, 2042","105,911","101,529"
330,MUNICIPAL BONDS ,City of Ottawa,"60,000","4.20% due July 30, 2053","59,850","56,499"
331,MUNICIPAL BONDS ,City of Toronto,"57,000","4.55% due May 20, 2015","58,292","59,446"
332,MUNICIPAL BONDS ,City of Toronto,"79,000","4.85% due July 28, 2016","78,666","85,385"
333,MUNICIPAL BONDS ,City of Toronto,"18,000","5.05% due July 18, 2017","18,186","19,794"
334,MUNICIPAL BONDS ,City of Toronto,"143,000","4.95% due June 27, 2018","142,565","158,010"
335,MUNICIPAL BONDS ,City of Toronto,"25,000","5.60% due December 18, 2018","27,674","28,373"
336,MUNICIPAL BONDS ,City of Toronto,"303,000","4.50% due December 02, 2019","332,286","329,154"
337,MUNICIPAL BONDS ,City of Toronto,"107,000","6.80% due July 26, 2021","132,909","131,107"
338,MUNICIPAL BONDS ,City of Toronto,"193,000","3.50% due December 06, 2021","194,676","193,726"
339,MUNICIPAL BONDS ,City of Toronto,"167,000","3.90% due September 29, 2023","166,521","167,762"
340,MUNICIPAL BONDS ,City of Toronto,"92,119","5.342% due July 18, 2027","92,120","101,166"
341,MUNICIPAL BONDS ,City of Toronto,"228,000","5.20% due June 01, 2040","253,999","252,490"
342,MUNICIPAL BONDS ,City of Toronto,"167,000","4.70% due June 10, 2041","169,910","172,184"
343,MUNICIPAL BONDS ,City of Toronto,"145,000","3.80% due December 13, 2042","144,510","128,579"
344,MUNICIPAL BONDS ,City of Vancouver,"56,000","4.70% due December 01, 2017","55,668","61,122"
345,MUNICIPAL BONDS ,City of Vancouver,"45,000","4.90% due December 02, 2019","44,944","49,945"
346,MUNICIPAL BONDS ,City of Vancouver,"47,000","4.50% due June 01, 2020","46,820","51,061"
347,MUNICIPAL BONDS ,City of Vancouver,"52,000","3.45% due December 02, 2021","51,926","52,098"
348,MUNICIPAL BONDS ,City of Vancouver,"44,000","3.75% due October 24, 2023","43,949","43,698"
349,MUNICIPAL BONDS ,City of Vancouver,"24,000","3.70% due October 18, 2052","23,836","20,495"
350,MUNICIPAL BONDS ,City of Winnipeg,"90,000","9.125% due May 12, 2015","124,342","99,192"
351,MUNICIPAL BONDS ,City of Winnipeg,"100,000","6.25% due November 17, 2017","117,142","114,515"
352,MUNICIPAL BONDS ,City of Winnipeg,"47,000","5.20% due July 17, 2036","45,826","51,627"
353,MUNICIPAL BONDS ,City of Winnipeg,"33,000","4.30% due November 15, 2051","36,642","31,974"
354,MUNICIPAL BONDS ,Durham District School Board,"185,000","6.75% due November 19, 2019","225,747","220,779"
355,MUNICIPAL BONDS ,Hydro Ottawa Holding Inc.,"274,000","4.93% due February 09, 2015","283,903","284,041"
356,MUNICIPAL BONDS ,Hydro Ottawa Holding Inc.,"20,000","Callable 3.991% due May 14, 2043","20,000","17,713"
357,MUNICIPAL BONDS ,Municipal Finance Authority of British Columbia,"155,000","4.15% due October 13, 2015","155,055","162,618"
358,MUNICIPAL BONDS ,Municipal Finance Authority of British Columbia,"135,000","4.65% due April 19, 2016","136,686","144,744"
359,MUNICIPAL BONDS ,Municipal Finance Authority of British Columbia,"198,000","3.00% due June 01, 2016","197,735","205,303"
360,MUNICIPAL BONDS ,Municipal Finance Authority of British Columbia,"230,000","4.80% due December 01, 2017","246,283","252,958"
361,MUNICIPAL BONDS ,Municipal Finance Authority of British Columbia,"213,000","4.60% due April 23, 2018","212,174","233,229"
362,MUNICIPAL BONDS ,Municipal Finance Authority of British Columbia,"186,000","5.10% due November 20, 2018","185,308","208,188"
363,MUNICIPAL BONDS ,Municipal Finance Authority of British Columbia,"138,000","2.35% due December 03, 2018","137,767","137,515"
364,MUNICIPAL BONDS ,Municipal Finance Authority of British Columbia,"432,000","4.875% due June 03, 2019","476,656","480,014"
365,MUNICIPAL BONDS ,Municipal Finance Authority of British Columbia,"137,000","4.45% due June 01, 2020","141,837","149,177"
366,MUNICIPAL BONDS ,Municipal Finance Authority of British Columbia,"136,000","4.15% due June 01, 2021","139,097","144,455"
367,MUNICIPAL BONDS ,Municipal Finance Authority of British Columbia,"141,000","3.35% due June 01, 2022","144,972","139,612"
368,MUNICIPAL BONDS ,Municipal Finance Authority of British Columbia,"134,000","3.75% due September 26, 2023","133,602","134,525"
369,MUNICIPAL BONDS ,Municipal Finance Authority of British Columbia,"46,000","5.35% due December 02, 2024","50,559","51,838"
370,MUNICIPAL BONDS ,Municipal Finance Authority of British Columbia,"111,080","4.978% due April 06, 2025","118,561","121,363"
371,MUNICIPAL BONDS ,Municipal Finance Authority of British Columbia,"84,000","4.95% due December 01, 2027","83,718","91,486"
372,MUNICIPAL BONDS ,Niagara Regional Municipality,"18,000","5.20% due June 30, 2040","17,892","19,449"
373,MUNICIPAL BONDS ,Regional Municipality of Halton,"40,000","4.05% due October 11, 2041","39,807","36,932"
374,MUNICIPAL BONDS ,Regional Municipality of Peel,"57,000","3.50% due December 01, 2021","56,756","57,103"
375,MUNICIPAL BONDS ,Regional Municipality of Peel,"100,000","4.25% due December 02, 2033","99,602","98,142"
376,MUNICIPAL BONDS ,Regional Municipality of Peel,"187,000","5.10% due June 29, 2040","187,547","204,096"
377,MUNICIPAL BONDS ,Regional Municipality of Peel,"123,000","3.85% due October 30, 2042","122,306","110,221"
378,MUNICIPAL BONDS ,Regional Municipality of York,"22,000","4.50% due September 28, 2016","21,942","23,681"
379,MUNICIPAL BONDS ,Regional Municipality of York,"217,000","4.60% due May 30, 2017","214,094","235,844"
380,MUNICIPAL BONDS ,Regional Municipality of York,"200,000","7.25% due June 19, 2017","251,874","234,900"
381,MUNICIPAL BONDS ,Regional Municipality of York,"211,000","5.00% due April 29, 2019","218,406","234,319"
382,MUNICIPAL BONDS ,Regional Municipality of York,"76,000","4.50% due June 30, 2020","75,776","82,404"
383,MUNICIPAL BONDS ,Regional Municipality of York,"171,000","4.00% due June 30, 2021","173,900","178,564"
384,MUNICIPAL BONDS ,Regional Municipality of York,"147,000","4.00% due May 31, 2032","149,308","140,119"
385,MUNICIPAL BONDS ,Regional Municipality of York,"114,000","3.65% due May 13, 2033","104,418","102,973"
386,MUNICIPAL BONDS ,Regional Municipality of York,"36,000","4.15% due November 18, 2041","35,988","33,959"
387,MUNICIPAL BONDS ,Regional Municipality of York,"20,000","3.75% due May 13, 2043","19,946","17,557"
388,MUNICIPAL BONDS ,Simcoe County District School Board,"50,000","6.80% due June 19, 2026","62,597","61,149"
389,MUNICIPAL BONDS ,South Coast British Columbia Transportation Authority,"84,000","3.80% due November 02, 2020","84,069","87,043"
390,MUNICIPAL BONDS ,South Coast British Columbia Transportation Authority,"73,000","4.65% due June 20, 2041","72,930","74,725"
391,MUNICIPAL BONDS ,South Coast British Columbia Transportation Authority,"43,000","4.45% due June 09, 2044","42,900","42,769"
392,MUNICIPAL BONDS ,South Coast British Columbia Transportation Authority,"50,000","3.85% due February 09, 2052","49,916","43,619"
393,MUNICIPAL BONDS ,TCHC Issuer Trust,"93,000","4.877% due May 11, 2037","93,000","95,731"
394,MUNICIPAL BONDS ,TCHC Issuer Trust,"53,000","5.395% due February 22, 2040","53,000","58,740"
395,MUNICIPAL BONDS ,York Region District School Board,"84,000","6.55% due April 12, 2023","102,157","99,929"
396,MUNICIPAL BONDS ,York Region District School Board,"193,945","6.45% due June 04, 2024","227,044","225,718"
397,MUNICIPAL BONDS ,York Region District School Board,"95,878","5.30% due June 03, 2025","103,150","105,987"
398,CORPORATE BONDS ,407 East Development Group General Partnership,"104,000","Callable 2.813% due December 23, 2015","104,000","105,712"
399,CORPORATE BONDS ,407 East Development Group General Partnership,"22,000","4.473% due June 23, 2045","22,000","20,798"
400,CORPORATE BONDS ,407 International Inc.,"86,000","3.88% due June 16, 2015","85,985","88,886"
401,CORPORATE BONDS ,407 International Inc.,"30,000","3.87% due November 24, 2017","29,991","31,476"
402,CORPORATE BONDS ,407 International Inc.,"36,000","4.99% due June 16, 2020","35,978","39,967"
403,CORPORATE BONDS ,407 International Inc.,"95,000","4.30% due May 26, 2021","94,968","100,885"
404,CORPORATE BONDS ,407 International Inc.,"375,000","6.47% due July 27, 2029","442,901","460,779"
405,CORPORATE BONDS ,407 International Inc.,"149,000","5.96% due December 03, 2035","167,315","177,073"
406,CORPORATE BONDS ,407 International Inc.,"450,000","5.75% due February 14, 2036","525,250","501,886"
407,CORPORATE BONDS ,407 International Inc.,"92,170","6.75% due July 27, 2039","109,194","111,113"
408,CORPORATE BONDS ,407 International Inc.,"58,000","Callable 4.45% due November 15, 2041","57,933","56,401"
409,CORPORATE BONDS ,407 International Inc.,"165,000","Callable 4.19% due April 25, 2042","164,776","153,789"
410,CORPORATE BONDS ,407 International Inc.,"113,000","Callable 3.98% due September 11, 2052","112,189","98,894"
411,CORPORATE BONDS ,407 International Inc.,"36,000","Callable 4.68% due October 07, 2053","35,994","36,022"
412,CORPORATE BONDS ,Accès Recherche Montréal LP,"124,601","7.067% due December 31, 2042","124,601","154,048"
413,CORPORATE BONDS ,Aeroports de Montreal,"254,123","6.95% due April 16, 2032","308,008","307,796"
414,CORPORATE BONDS ,Aeroports de Montreal,"179,000","6.55% due October 11, 2033","214,424","223,994"
415,CORPORATE BONDS ,Aeroports de Montreal,"47,796","6.611% due October 11, 2033","55,741","56,099"
416,CORPORATE BONDS ,Aeroports de Montreal,"250,000","5.67% due October 16, 2037","316,150","288,394"
417,CORPORATE BONDS ,Aeroports de Montreal,"9,000","5.472% due April 16, 2040","9,000","10,177"
418,CORPORATE BONDS ,Aeroports de Montreal,"85,000","3.919% due September 26, 2042","85,280","75,590"
419,CORPORATE BONDS ,Aimia Inc.,"60,000","6.95% due January 26, 2017","60,230","65,943"
420,CORPORATE BONDS ,Aimia Inc.,"103,000","5.60% due May 17, 2019","102,924","108,670"
421,CORPORATE BONDS ,Algonquin Power & Utilities Corp.,"31,000","5.50% due July 25, 2018","30,947","33,079"
422,CORPORATE BONDS ,Algonquin Power & Utilities Corp.,"67,000","4.82% due February 15, 2021","66,960","67,881"
423,CORPORATE BONDS ,Alimentation Couche-Tard Inc.,"142,000","2.861% due November 01, 2017","142,000","141,176"
424,CORPORATE BONDS ,Alimentation Couche-Tard Inc.,"111,000","3.319% due November 01, 2019","111,000","108,102"
425,CORPORATE BONDS ,Alimentation Couche-Tard Inc.,"65,000","4.214% due August 21, 2020","65,000","65,503"
426,CORPORATE BONDS ,Alimentation Couche-Tard Inc.,"111,000","3.899% due November 01, 2022","111,000","103,784"
427,CORPORATE BONDS ,Alliance Pipeline Limited Partnership,"30,000","4.928% due December 16, 2019","30,000","31,859"
428,CORPORATE BONDS ,Alliance Pipeline Limited Partnership,"108,376","7.181% due June 30, 2023","135,478","126,717"
429,CORPORATE BONDS ,Alliance Pipeline Limited Partnership,"247,869","5.546% due December 31, 2023","275,808","269,247"
430,CORPORATE BONDS ,Alliance Pipeline Limited Partnership,"157,592","6.765% due December 31, 2025","171,823","181,814"
431,CORPORATE BONDS ,Alliance Pipeline Limited Partnership,"296,702","7.217% due December 31, 2025","377,736","350,530"
432,CORPORATE BONDS ,AltaGas Income Trust,"22,000","6.94% due June 29, 2016","21,994","24,515"
433,CORPORATE BONDS ,AltaGas Income Trust,"30,000","5.49% due March 27, 2017","29,996","32,759"
434,CORPORATE BONDS ,AltaGas Ltd.,"33,000","4.10% due March 24, 2016","32,988","34,409"
435,CORPORATE BONDS ,AltaGas Ltd.,"45,000","4.60% due January 15, 2018","44,969","47,996"
436,CORPORATE BONDS ,AltaGas Ltd.,"434,000","4.55% due January 17, 2019","447,398","460,602"
437,CORPORATE BONDS ,AltaGas Ltd.,"22,000","3.72% due September 28, 2021","21,993","21,720"
438,CORPORATE BONDS ,AltaGas Ltd.,"42,000","Callable 3.57% due June 12, 2023","41,969","39,589"
439,CORPORATE BONDS ,AltaLink Investments LP,"47,000","5.207% due December 16, 2016","47,000","50,455"
440,CORPORATE BONDS ,AltaLink Investments LP,"56,000","Callable 3.674% due June 05, 2019","56,000","56,156"
441,CORPORATE BONDS ,AltaLink Investments LP,"45,000","Callable 3.265% due June 05, 2020","44,998","43,374"
442,CORPORATE BONDS ,AltaLink LP,"20,000","5.243% due May 29, 2018","20,515","22,110"
443,CORPORATE BONDS ,AltaLink LP,"41,000","3.621% due September 17, 2020","41,000","41,969"
444,CORPORATE BONDS ,AltaLink LP,"75,000","2.978% due November 28, 2022","75,000","70,700"
445,CORPORATE BONDS ,AltaLink LP,"103,000","3.668% due November 06, 2023","103,000","100,438"
446,CORPORATE BONDS ,AltaLink LP,"289,000","5.249% due September 22, 2036","305,720","312,892"
447,CORPORATE BONDS ,AltaLink LP,"10,000","5.381% due March 26, 2040","10,000","11,084"
448,CORPORATE BONDS ,AltaLink LP,"14,000","4.872% due November 15, 2040","14,000","14,472"
449,CORPORATE BONDS ,AltaLink LP,"179,000","4.462% due November 08, 2041","198,536","173,853"
450,CORPORATE BONDS ,AltaLink LP,"62,000","3.99% due June 30, 2042","62,000","55,685"
451,CORPORATE BONDS ,AltaLink LP,"73,000","4.922% due September 17, 2043","73,000","76,214"
452,CORPORATE BONDS ,AltaLink LP,"20,000","4.446% due July 11, 2053","20,000","19,238"
453,CORPORATE BONDS ,American Express Canada Credit Corporation,"149,000","3.60% due June 03, 2016","148,960","154,907"
454,CORPORATE BONDS ,American Express Canada Credit Corporation,"98,000","2.31% due March 29, 2018","97,973","96,456"
455,CORPORATE BONDS ,Aon Finance NS 1 ULC,"125,000","4.76% due March 08, 2018","124,941","131,680"
456,CORPORATE BONDS ,Arrow Lakes Power Corporation,"41,000","5.516% due April 05, 2041","41,055","43,705"
457,CORPORATE BONDS ,Bank of Montreal,"443,000","3.93% due April 27, 2015","456,450","456,603"
458,CORPORATE BONDS ,Bank of Montreal,"144,000","5.18% due June 10, 2015","149,644","151,333"
459,CORPORATE BONDS ,Bank of Montreal,"513,000","1.89% due October 05, 2015","512,985","514,822"
460,CORPORATE BONDS ,Bank of Montreal,"202,000","3.103% due March 10, 2016","202,000","207,471"
461,CORPORATE BONDS ,Bank of Montreal,"303,000","3.49% due June 10, 2016","308,348","314,682"
462,CORPORATE BONDS ,Bank of Montreal,"713,000","2.96% due August 02, 2016","722,926","731,517"
463,CORPORATE BONDS ,Bank of Montreal,"388,000","2.39% due July 12, 2017","388,000","389,476"
464,CORPORATE BONDS ,Bank of Montreal,"184,000","5.45% due July 17, 2017","192,316","203,527"
465,CORPORATE BONDS ,Bank of Montreal,"250,000","4.55% due August 01, 2017","255,075","269,061"
466,CORPORATE BONDS ,Bank of Montreal,"665,000","2.24% due December 11, 2017","663,491","658,061"
467,CORPORATE BONDS ,Bank of Montreal,"575,000","6.02% due May 02, 2018","647,515","654,143"
