,meta_cat,organization,n_units,description,cost,fair_value
241,PROVINCIAL BONDS & GUARANTEES ,Province of Ontario,1872000,"4.30% due March 08, 2017",1945128,2024068
242,PROVINCIAL BONDS & GUARANTEES ,Province of Ontario,1738000,"1.90% due September 08, 2017",1730112,1734562
243,PROVINCIAL BONDS & GUARANTEES ,Province of Ontario,625000,"4.20% due March 08, 2018",653464,675844
244,PROVINCIAL BONDS & GUARANTEES ,Province of Ontario,414000,"5.50% due June 02, 2018",451034,470034
245,PROVINCIAL BONDS & GUARANTEES ,Province of Ontario,2369000,"2.10% due September 08, 2018",2353978,2344038
246,PROVINCIAL BONDS & GUARANTEES ,Province of Ontario,2565000,"4.40% due June 02, 2019",2699871,2804421
247,PROVINCIAL BONDS & GUARANTEES ,Province of Ontario,2905000,"4.20% due June 02, 2020",3009366,3141414
248,PROVINCIAL BONDS & GUARANTEES ,Province of Ontario,343000,"4.85% due June 02, 2020",340969,383860
249,PROVINCIAL BONDS & GUARANTEES ,Province of Ontario,3824000,"4.00% due June 02, 2021",3996414,4051961
250,PROVINCIAL BONDS & GUARANTEES ,Province of Ontario,4307000,"3.15% due June 02, 2022",4379626,4237679
251,PROVINCIAL BONDS & GUARANTEES ,Province of Ontario,390000,"9.50% due July 13, 2022",617466,565147
252,PROVINCIAL BONDS & GUARANTEES ,Province of Ontario,5535000,"2.85% due June 02, 2023",5385010,5230697
253,PROVINCIAL BONDS & GUARANTEES ,Province of Ontario,400000,"8.10% due September 08, 2023",573043,547636
254,PROVINCIAL BONDS & GUARANTEES ,Province of Ontario,250000,"7.50% due February 07, 2024",340680,330937
255,PROVINCIAL BONDS & GUARANTEES ,Province of Ontario,263000,"3.50% due June 02, 2024",262424,258652
256,PROVINCIAL BONDS & GUARANTEES ,Province of Ontario,390000,"8.50% due December 02, 2025",588652,565991
257,PROVINCIAL BONDS & GUARANTEES ,Province of Ontario,160000,"8.00% due June 02, 2026",231730,225812
258,PROVINCIAL BONDS & GUARANTEES ,Province of Ontario,1099000,"7.60% due June 02, 2027",1576083,1528288
259,PROVINCIAL BONDS & GUARANTEES ,Province of Ontario,400000,"6.25% due August 25, 2028",487965,497526
260,PROVINCIAL BONDS & GUARANTEES ,Province of Ontario,425000,"6.50% due March 08, 2029",533373,547632
261,PROVINCIAL BONDS & GUARANTEES ,Province of Ontario,683000,"6.20% due June 02, 2031",903512,864480
262,PROVINCIAL BONDS & GUARANTEES ,Province of Ontario,1101000,"5.85% due March 08, 2033",1328691,1355786
263,PROVINCIAL BONDS & GUARANTEES ,Province of Ontario,1155000,"5.60% due June 02, 2035",1487454,1396212
264,PROVINCIAL BONDS & GUARANTEES ,Province of Ontario,1797000,"4.70% due June 02, 2037",2003032,1945236
265,PROVINCIAL BONDS & GUARANTEES ,Province of Ontario,1959000,"4.60% due June 02, 2039",1968170,2091296
266,PROVINCIAL BONDS & GUARANTEES ,Province of Ontario,217000,"5.65% due July 13, 2039",253139,263005
267,PROVINCIAL BONDS & GUARANTEES ,Province of Ontario,3342000,"4.65% due June 02, 2041",3682084,3604159
268,PROVINCIAL BONDS & GUARANTEES ,Province of Ontario,4194000,"3.50% due June 02, 2043",4178890,3726297
269,PROVINCIAL BONDS & GUARANTEES ,Province of Ontario,2154000,"3.45% due June 02, 2045",1965232,1890560
270,PROVINCIAL BONDS & GUARANTEES ,Province of Prince Edward Island,30000,"8.50% due October 27, 2015",40277,33832
271,PROVINCIAL BONDS & GUARANTEES ,Province of Prince Edward Island,41000,"4.25% due September 24, 2019",40951,44381
272,PROVINCIAL BONDS & GUARANTEES ,Province of Prince Edward Island,38000,"3.70% due September 02, 2020",37799,39678
273,PROVINCIAL BONDS & GUARANTEES ,Province of Prince Edward Island,98000,"6.10% due July 29, 2027",116330,119495
274,PROVINCIAL BONDS & GUARANTEES ,Province of Prince Edward Island,48000,"6.25% due January 29, 2032",57819,60157
275,PROVINCIAL BONDS & GUARANTEES ,Province of Prince Edward Island,48000,"5.60% due February 21, 2034",54488,56623
276,PROVINCIAL BONDS & GUARANTEES ,Province of Prince Edward Island,115000,"5.70% due June 15, 2035",132694,137752
277,PROVINCIAL BONDS & GUARANTEES ,Province of Prince Edward Island,38000,"5.30% due May 19, 2036",41441,43442
278,PROVINCIAL BONDS & GUARANTEES ,Province of Prince Edward Island,27000,"4.65% due November 19, 2037",26562,28344
279,PROVINCIAL BONDS & GUARANTEES ,Province of Prince Edward Island,98000,"4.60% due May 19, 2041",99753,102066
280,PROVINCIAL BONDS & GUARANTEES ,Province of Prince Edward Island,76000,"3.65% due June 27, 2042",75793,67473
281,PROVINCIAL BONDS & GUARANTEES ,Province of Prince Edward Island,37000,"3.60% due January 17, 2053",36690,32057
282,PROVINCIAL BONDS & GUARANTEES ,Province of Quebec,967000,"5.00% due December 01, 2015",1047874,1035175
283,PROVINCIAL BONDS & GUARANTEES ,Province of Quebec,1327000,"4.50% due December 01, 2016",1367065,1438998
284,PROVINCIAL BONDS & GUARANTEES ,Province of Quebec,2031000,"4.50% due December 01, 2017",2123164,2217890
285,PROVINCIAL BONDS & GUARANTEES ,Province of Quebec,1170000,"4.50% due December 01, 2018",1242325,1281875
286,PROVINCIAL BONDS & GUARANTEES ,Province of Quebec,2008000,"4.50% due December 01, 2019",2085198,2204482
287,PROVINCIAL BONDS & GUARANTEES ,Province of Quebec,2395000,"4.50% due December 01, 2020",2561771,2623993
288,PROVINCIAL BONDS & GUARANTEES ,Province of Quebec,3286000,"4.25% due December 01, 2021",3516046,3510781
289,PROVINCIAL BONDS & GUARANTEES ,Province of Quebec,2131000,"3.50% due December 01, 2022",2212146,2130588
290,PROVINCIAL BONDS & GUARANTEES ,Province of Quebec,360000,"9.375% due January 16, 2023",561100,521698
291,PROVINCIAL BONDS & GUARANTEES ,Province of Quebec,60000,"9.50% due March 30, 2023",94571,87833
292,PROVINCIAL BONDS & GUARANTEES ,Province of Quebec,2193000,"3.00% due September 01, 2023",2165119,2078862
293,PROVINCIAL BONDS & GUARANTEES ,Province of Quebec,335000,"3.75% due September 01, 2024",334493,333632
294,PROVINCIAL BONDS & GUARANTEES ,Province of Quebec,275000,"5.35% due June 01, 2025",297126,312276
295,PROVINCIAL BONDS & GUARANTEES ,Province of Quebec,365000,"8.50% due April 01, 2026",543650,526554
296,PROVINCIAL BONDS & GUARANTEES ,Province of Quebec,410000,"6.00% due October 01, 2029",502965,501011
297,PROVINCIAL BONDS & GUARANTEES ,Province of Quebec,1383000,"6.25% due June 01, 2032",1856718,1743840
298,PROVINCIAL BONDS & GUARANTEES ,Province of Quebec,1309000,"5.75% due December 01, 2036",1551661,1591994
299,PROVINCIAL BONDS & GUARANTEES ,Province of Quebec,1169000,"5.00% due December 01, 2038",1289945,1296511
300,PROVINCIAL BONDS & GUARANTEES ,Province of Quebec,2548000,"5.00% due December 01, 2041",2839838,2841325
301,PROVINCIAL BONDS & GUARANTEES ,Province of Quebec,2560000,"4.25% due December 01, 2043",2781305,2548326
302,PROVINCIAL BONDS & GUARANTEES ,Province of Quebec,1081000,"3.50% due December 01, 2045",1027161,937311
303,PROVINCIAL BONDS & GUARANTEES ,Province of Saskatchewan,61000,"4.25% due December 03, 2015",61629,64495
304,PROVINCIAL BONDS & GUARANTEES ,Province of Saskatchewan,183000,"4.50% due August 23, 2016",181748,197970
305,PROVINCIAL BONDS & GUARANTEES ,Province of Saskatchewan,178000,"4.65% due September 05, 2017",177197,195574
306,PROVINCIAL BONDS & GUARANTEES ,Province of Saskatchewan,172000,"3.90% due July 28, 2020",171506,184914
307,PROVINCIAL BONDS & GUARANTEES ,Province of Saskatchewan,50000,"9.60% due February 04, 2022",74848,72860
308,PROVINCIAL BONDS & GUARANTEES ,Province of Saskatchewan,20000,"8.75% due May 30, 2025",30777,29386
309,PROVINCIAL BONDS & GUARANTEES ,Province of Saskatchewan,74000,"5.75% due March 05, 2029",86780,90415
310,PROVINCIAL BONDS & GUARANTEES ,Province of Saskatchewan,186000,"6.40% due September 05, 2031",237365,244496
311,PROVINCIAL BONDS & GUARANTEES ,Province of Saskatchewan,106000,"5.80% due September 05, 2033",126415,132520
312,PROVINCIAL BONDS & GUARANTEES ,Province of Saskatchewan,196000,"5.60% due September 05, 2035",228440,241713
313,PROVINCIAL BONDS & GUARANTEES ,Province of Saskatchewan,158000,"5.00% due March 05, 2037",167925,181701
314,PROVINCIAL BONDS & GUARANTEES ,Province of Saskatchewan,590000,"4.75% due June 01, 2040",662073,659335
315,PROVINCIAL BONDS & GUARANTEES ,Province of Saskatchewan,294000,"3.40% due February 03, 2042",296276,263506
316,PROVINCIAL BONDS & GUARANTEES ,Province of Saskatchewan,253000,"3.90% due June 02, 2045",249542,248218
317,PROVINCIAL BONDS & GUARANTEES ,Yukon Development Corporation,38000,"5.00% due June 29, 2040",37743,40363
318,MUNICIPAL BONDS ,The 55 School Board Trust,316000,"5.90% due June 02, 2033",369641,368202
319,MUNICIPAL BONDS ,City of Montreal,92000,"4.60% due June 01, 2017",91814,99157
320,MUNICIPAL BONDS ,City of Montreal,97000,"5.00% due December 01, 2017",97476,106399
321,MUNICIPAL BONDS ,City of Montreal,77000,"5.00% due December 01, 2018",76344,84879
322,MUNICIPAL BONDS ,City of Montreal,110000,"5.45% due December 01, 2019",113681,124317
323,MUNICIPAL BONDS ,City of Montreal,210000,"4.50% due December 01, 2021",215237,222784
324,MUNICIPAL BONDS ,City of Montreal,108000,"3.50% due September 01, 2023",104955,103792
325,MUNICIPAL BONDS ,City of Montreal,120000,"4.25% due December 01, 2032",119136,115714
326,MUNICIPAL BONDS ,City of Montreal,223000,"6.00% due June 01, 2043",283540,272429
327,MUNICIPAL BONDS ,City of Ottawa,18000,"5.05% due August 13, 2030",17899,19252
328,MUNICIPAL BONDS ,City of Ottawa,44000,"4.40% due October 22, 2033",43936,44021
329,MUNICIPAL BONDS ,City of Ottawa,100000,"4.60% due July 14, 2042",105911,101529
330,MUNICIPAL BONDS ,City of Ottawa,60000,"4.20% due July 30, 2053",59850,56499
331,MUNICIPAL BONDS ,City of Toronto,57000,"4.55% due May 20, 2015",58292,59446
332,MUNICIPAL BONDS ,City of Toronto,79000,"4.85% due July 28, 2016",78666,85385
333,MUNICIPAL BONDS ,City of Toronto,18000,"5.05% due July 18, 2017",18186,19794
334,MUNICIPAL BONDS ,City of Toronto,143000,"4.95% due June 27, 2018",142565,158010
335,MUNICIPAL BONDS ,City of Toronto,25000,"5.60% due December 18, 2018",27674,28373
336,MUNICIPAL BONDS ,City of Toronto,303000,"4.50% due December 02, 2019",332286,329154
337,MUNICIPAL BONDS ,City of Toronto,107000,"6.80% due July 26, 2021",132909,131107
338,MUNICIPAL BONDS ,City of Toronto,193000,"3.50% due December 06, 2021",194676,193726
339,MUNICIPAL BONDS ,City of Toronto,167000,"3.90% due September 29, 2023",166521,167762
340,MUNICIPAL BONDS ,City of Toronto,92119,"5.342% due July 18, 2027",92120,101166
341,MUNICIPAL BONDS ,City of Toronto,228000,"5.20% due June 01, 2040",253999,252490
342,MUNICIPAL BONDS ,City of Toronto,167000,"4.70% due June 10, 2041",169910,172184
343,MUNICIPAL BONDS ,City of Toronto,145000,"3.80% due December 13, 2042",144510,128579
344,MUNICIPAL BONDS ,City of Vancouver,56000,"4.70% due December 01, 2017",55668,61122
345,MUNICIPAL BONDS ,City of Vancouver,45000,"4.90% due December 02, 2019",44944,49945
346,MUNICIPAL BONDS ,City of Vancouver,47000,"4.50% due June 01, 2020",46820,51061
347,MUNICIPAL BONDS ,City of Vancouver,52000,"3.45% due December 02, 2021",51926,52098
348,MUNICIPAL BONDS ,City of Vancouver,44000,"3.75% due October 24, 2023",43949,43698
349,MUNICIPAL BONDS ,City of Vancouver,24000,"3.70% due October 18, 2052",23836,20495
350,MUNICIPAL BONDS ,City of Winnipeg,90000,"9.125% due May 12, 2015",124342,99192
351,MUNICIPAL BONDS ,City of Winnipeg,100000,"6.25% due November 17, 2017",117142,114515
352,MUNICIPAL BONDS ,City of Winnipeg,47000,"5.20% due July 17, 2036",45826,51627
353,MUNICIPAL BONDS ,City of Winnipeg,33000,"4.30% due November 15, 2051",36642,31974
354,MUNICIPAL BONDS ,Durham District School Board,185000,"6.75% due November 19, 2019",225747,220779
355,MUNICIPAL BONDS ,Hydro Ottawa Holding Inc.,274000,"4.93% due February 09, 2015",283903,284041
356,MUNICIPAL BONDS ,Hydro Ottawa Holding Inc.,20000,"Callable 3.991% due May 14, 2043",20000,17713
357,MUNICIPAL BONDS ,Municipal Finance Authority of British Columbia,155000,"4.15% due October 13, 2015",155055,162618
358,MUNICIPAL BONDS ,Municipal Finance Authority of British Columbia,135000,"4.65% due April 19, 2016",136686,144744
359,MUNICIPAL BONDS ,Municipal Finance Authority of British Columbia,198000,"3.00% due June 01, 2016",197735,205303
360,MUNICIPAL BONDS ,Municipal Finance Authority of British Columbia,230000,"4.80% due December 01, 2017",246283,252958
361,MUNICIPAL BONDS ,Municipal Finance Authority of British Columbia,213000,"4.60% due April 23, 2018",212174,233229
362,MUNICIPAL BONDS ,Municipal Finance Authority of British Columbia,186000,"5.10% due November 20, 2018",185308,208188
363,MUNICIPAL BONDS ,Municipal Finance Authority of British Columbia,138000,"2.35% due December 03, 2018",137767,137515
364,MUNICIPAL BONDS ,Municipal Finance Authority of British Columbia,432000,"4.875% due June 03, 2019",476656,480014
365,MUNICIPAL BONDS ,Municipal Finance Authority of British Columbia,137000,"4.45% due June 01, 2020",141837,149177
366,MUNICIPAL BONDS ,Municipal Finance Authority of British Columbia,136000,"4.15% due June 01, 2021",139097,144455
367,MUNICIPAL BONDS ,Municipal Finance Authority of British Columbia,141000,"3.35% due June 01, 2022",144972,139612
368,MUNICIPAL BONDS ,Municipal Finance Authority of British Columbia,134000,"3.75% due September 26, 2023",133602,134525
369,MUNICIPAL BONDS ,Municipal Finance Authority of British Columbia,46000,"5.35% due December 02, 2024",50559,51838
370,MUNICIPAL BONDS ,Municipal Finance Authority of British Columbia,111080,"4.978% due April 06, 2025",118561,121363
371,MUNICIPAL BONDS ,Municipal Finance Authority of British Columbia,84000,"4.95% due December 01, 2027",83718,91486
372,MUNICIPAL BONDS ,Niagara Regional Municipality,18000,"5.20% due June 30, 2040",17892,19449
373,MUNICIPAL BONDS ,Regional Municipality of Halton,40000,"4.05% due October 11, 2041",39807,36932
374,MUNICIPAL BONDS ,Regional Municipality of Peel,57000,"3.50% due December 01, 2021",56756,57103
375,MUNICIPAL BONDS ,Regional Municipality of Peel,100000,"4.25% due December 02, 2033",99602,98142
376,MUNICIPAL BONDS ,Regional Municipality of Peel,187000,"5.10% due June 29, 2040",187547,204096
377,MUNICIPAL BONDS ,Regional Municipality of Peel,123000,"3.85% due October 30, 2042",122306,110221
378,MUNICIPAL BONDS ,Regional Municipality of York,22000,"4.50% due September 28, 2016",21942,23681
379,MUNICIPAL BONDS ,Regional Municipality of York,217000,"4.60% due May 30, 2017",214094,235844
380,MUNICIPAL BONDS ,Regional Municipality of York,200000,"7.25% due June 19, 2017",251874,234900
381,MUNICIPAL BONDS ,Regional Municipality of York,211000,"5.00% due April 29, 2019",218406,234319
382,MUNICIPAL BONDS ,Regional Municipality of York,76000,"4.50% due June 30, 2020",75776,82404
383,MUNICIPAL BONDS ,Regional Municipality of York,171000,"4.00% due June 30, 2021",173900,178564
384,MUNICIPAL BONDS ,Regional Municipality of York,147000,"4.00% due May 31, 2032",149308,140119
385,MUNICIPAL BONDS ,Regional Municipality of York,114000,"3.65% due May 13, 2033",104418,102973
386,MUNICIPAL BONDS ,Regional Municipality of York,36000,"4.15% due November 18, 2041",35988,33959
387,MUNICIPAL BONDS ,Regional Municipality of York,20000,"3.75% due May 13, 2043",19946,17557
388,MUNICIPAL BONDS ,Simcoe County District School Board,50000,"6.80% due June 19, 2026",62597,61149
389,MUNICIPAL BONDS ,South Coast British Columbia Transportation Authority,84000,"3.80% due November 02, 2020",84069,87043
390,MUNICIPAL BONDS ,South Coast British Columbia Transportation Authority,73000,"4.65% due June 20, 2041",72930,74725
391,MUNICIPAL BONDS ,South Coast British Columbia Transportation Authority,43000,"4.45% due June 09, 2044",42900,42769
392,MUNICIPAL BONDS ,South Coast British Columbia Transportation Authority,50000,"3.85% due February 09, 2052",49916,43619
393,MUNICIPAL BONDS ,TCHC Issuer Trust,93000,"4.877% due May 11, 2037",93000,95731
394,MUNICIPAL BONDS ,TCHC Issuer Trust,53000,"5.395% due February 22, 2040",53000,58740
395,MUNICIPAL BONDS ,York Region District School Board,84000,"6.55% due April 12, 2023",102157,99929
396,MUNICIPAL BONDS ,York Region District School Board,193945,"6.45% due June 04, 2024",227044,225718
397,MUNICIPAL BONDS ,York Region District School Board,95878,"5.30% due June 03, 2025",103150,105987
398,CORPORATE BONDS ,407 East Development Group General Partnership,104000,"Callable 2.813% due December 23, 2015",104000,105712
399,CORPORATE BONDS ,407 East Development Group General Partnership,22000,"4.473% due June 23, 2045",22000,20798
400,CORPORATE BONDS ,407 International Inc.,86000,"3.88% due June 16, 2015",85985,88886
401,CORPORATE BONDS ,407 International Inc.,30000,"3.87% due November 24, 2017",29991,31476
402,CORPORATE BONDS ,407 International Inc.,36000,"4.99% due June 16, 2020",35978,39967
403,CORPORATE BONDS ,407 International Inc.,95000,"4.30% due May 26, 2021",94968,100885
404,CORPORATE BONDS ,407 International Inc.,375000,"6.47% due July 27, 2029",442901,460779
405,CORPORATE BONDS ,407 International Inc.,149000,"5.96% due December 03, 2035",167315,177073
406,CORPORATE BONDS ,407 International Inc.,450000,"5.75% due February 14, 2036",525250,501886
407,CORPORATE BONDS ,407 International Inc.,92170,"6.75% due July 27, 2039",109194,111113
408,CORPORATE BONDS ,407 International Inc.,58000,"Callable 4.45% due November 15, 2041",57933,56401
409,CORPORATE BONDS ,407 International Inc.,165000,"Callable 4.19% due April 25, 2042",164776,153789
410,CORPORATE BONDS ,407 International Inc.,113000,"Callable 3.98% due September 11, 2052",112189,98894
411,CORPORATE BONDS ,407 International Inc.,36000,"Callable 4.68% due October 07, 2053",35994,36022
412,CORPORATE BONDS ,Accès Recherche Montréal LP,124601,"7.067% due December 31, 2042",124601,154048
413,CORPORATE BONDS ,Aeroports de Montreal,254123,"6.95% due April 16, 2032",308008,307796
414,CORPORATE BONDS ,Aeroports de Montreal,179000,"6.55% due October 11, 2033",214424,223994
415,CORPORATE BONDS ,Aeroports de Montreal,47796,"6.611% due October 11, 2033",55741,56099
416,CORPORATE BONDS ,Aeroports de Montreal,250000,"5.67% due October 16, 2037",316150,288394
417,CORPORATE BONDS ,Aeroports de Montreal,9000,"5.472% due April 16, 2040",9000,10177
418,CORPORATE BONDS ,Aeroports de Montreal,85000,"3.919% due September 26, 2042",85280,75590
419,CORPORATE BONDS ,Aimia Inc.,60000,"6.95% due January 26, 2017",60230,65943
420,CORPORATE BONDS ,Aimia Inc.,103000,"5.60% due May 17, 2019",102924,108670
421,CORPORATE BONDS ,Algonquin Power & Utilities Corp.,31000,"5.50% due July 25, 2018",30947,33079
422,CORPORATE BONDS ,Algonquin Power & Utilities Corp.,67000,"4.82% due February 15, 2021",66960,67881
423,CORPORATE BONDS ,Alimentation Couche-Tard Inc.,142000,"2.861% due November 01, 2017",142000,141176
424,CORPORATE BONDS ,Alimentation Couche-Tard Inc.,111000,"3.319% due November 01, 2019",111000,108102
425,CORPORATE BONDS ,Alimentation Couche-Tard Inc.,65000,"4.214% due August 21, 2020",65000,65503
426,CORPORATE BONDS ,Alimentation Couche-Tard Inc.,111000,"3.899% due November 01, 2022",111000,103784
427,CORPORATE BONDS ,Alliance Pipeline Limited Partnership,30000,"4.928% due December 16, 2019",30000,31859
428,CORPORATE BONDS ,Alliance Pipeline Limited Partnership,108376,"7.181% due June 30, 2023",135478,126717
429,CORPORATE BONDS ,Alliance Pipeline Limited Partnership,247869,"5.546% due December 31, 2023",275808,269247
430,CORPORATE BONDS ,Alliance Pipeline Limited Partnership,157592,"6.765% due December 31, 2025",171823,181814
431,CORPORATE BONDS ,Alliance Pipeline Limited Partnership,296702,"7.217% due December 31, 2025",377736,350530
432,CORPORATE BONDS ,AltaGas Income Trust,22000,"6.94% due June 29, 2016",21994,24515
433,CORPORATE BONDS ,AltaGas Income Trust,30000,"5.49% due March 27, 2017",29996,32759
434,CORPORATE BONDS ,AltaGas Ltd.,33000,"4.10% due March 24, 2016",32988,34409
435,CORPORATE BONDS ,AltaGas Ltd.,45000,"4.60% due January 15, 2018",44969,47996
436,CORPORATE BONDS ,AltaGas Ltd.,434000,"4.55% due January 17, 2019",447398,460602
437,CORPORATE BONDS ,AltaGas Ltd.,22000,"3.72% due September 28, 2021",21993,21720
438,CORPORATE BONDS ,AltaGas Ltd.,42000,"Callable 3.57% due June 12, 2023",41969,39589
439,CORPORATE BONDS ,AltaLink Investments LP,47000,"5.207% due December 16, 2016",47000,50455
440,CORPORATE BONDS ,AltaLink Investments LP,56000,"Callable 3.674% due June 05, 2019",56000,56156
441,CORPORATE BONDS ,AltaLink Investments LP,45000,"Callable 3.265% due June 05, 2020",44998,43374
442,CORPORATE BONDS ,AltaLink LP,20000,"5.243% due May 29, 2018",20515,22110
443,CORPORATE BONDS ,AltaLink LP,41000,"3.621% due September 17, 2020",41000,41969
444,CORPORATE BONDS ,AltaLink LP,75000,"2.978% due November 28, 2022",75000,70700
445,CORPORATE BONDS ,AltaLink LP,103000,"3.668% due November 06, 2023",103000,100438
446,CORPORATE BONDS ,AltaLink LP,289000,"5.249% due September 22, 2036",305720,312892
447,CORPORATE BONDS ,AltaLink LP,10000,"5.381% due March 26, 2040",10000,11084
448,CORPORATE BONDS ,AltaLink LP,14000,"4.872% due November 15, 2040",14000,14472
449,CORPORATE BONDS ,AltaLink LP,179000,"4.462% due November 08, 2041",198536,173853
450,CORPORATE BONDS ,AltaLink LP,62000,"3.99% due June 30, 2042",62000,55685
451,CORPORATE BONDS ,AltaLink LP,73000,"4.922% due September 17, 2043",73000,76214
452,CORPORATE BONDS ,AltaLink LP,20000,"4.446% due July 11, 2053",20000,19238
453,CORPORATE BONDS ,American Express Canada Credit Corporation,149000,"3.60% due June 03, 2016",148960,154907
454,CORPORATE BONDS ,American Express Canada Credit Corporation,98000,"2.31% due March 29, 2018",97973,96456
455,CORPORATE BONDS ,Aon Finance NS 1 ULC,125000,"4.76% due March 08, 2018",124941,131680
456,CORPORATE BONDS ,Arrow Lakes Power Corporation,41000,"5.516% due April 05, 2041",41055,43705
457,CORPORATE BONDS ,Bank of Montreal,443000,"3.93% due April 27, 2015",456450,456603
458,CORPORATE BONDS ,Bank of Montreal,144000,"5.18% due June 10, 2015",149644,151333
459,CORPORATE BONDS ,Bank of Montreal,513000,"1.89% due October 05, 2015",512985,514822
460,CORPORATE BONDS ,Bank of Montreal,202000,"3.103% due March 10, 2016",202000,207471
461,CORPORATE BONDS ,Bank of Montreal,303000,"3.49% due June 10, 2016",308348,314682
462,CORPORATE BONDS ,Bank of Montreal,713000,"2.96% due August 02, 2016",722926,731517
463,CORPORATE BONDS ,Bank of Montreal,388000,"2.39% due July 12, 2017",388000,389476
464,CORPORATE BONDS ,Bank of Montreal,184000,"5.45% due July 17, 2017",192316,203527
465,CORPORATE BONDS ,Bank of Montreal,250000,"4.55% due August 01, 2017",255075,269061
466,CORPORATE BONDS ,Bank of Montreal,665000,"2.24% due December 11, 2017",663491,658061
467,CORPORATE BONDS ,Bank of Montreal,575000,"6.02% due May 02, 2018",647515,654143
468,CORPORATE BONDS ,Bank of Montreal,554000,"3.21% due September 13, 2018",553972,564224
469,CORPORATE BONDS ,Bank of Montreal,482000,"2.84% due June 04, 2020",481880,471997
470,CORPORATE BONDS ,Bank of Montreal,440000,"3.40% due April 23, 2021",439652,438606
471,CORPORATE BONDS ,Bank of Montreal,484000,"Callable 3.979% due July 08, 2021",484143,504983
472,CORPORATE BONDS ,Bank of Montreal,501000,"Callable 6.17% due March 28, 2023",521568,566366
473,CORPORATE BONDS ,Bank of Montreal,400000,"4.609% due September 10, 2025",436744,419686
474,CORPORATE BONDS ,The Bank of Nova Scotia,377000,"3.34% due March 25, 2015",376981,385358
475,CORPORATE BONDS ,The Bank of Nova Scotia,726000,"2.25% due May 08, 2015",731028,732764
476,CORPORATE BONDS ,The Bank of Nova Scotia,574000,"3.61% due February 22, 2016",591015,595353
477,CORPORATE BONDS ,The Bank of Nova Scotia,299000,"1.80% due May 09, 2016",298940,298728
478,CORPORATE BONDS ,The Bank of Nova Scotia,579000,"2.10% due November 08, 2016",579735,580446
479,CORPORATE BONDS ,The Bank of Nova Scotia,474000,"2.74% due December 01, 2016",473976,483298
480,CORPORATE BONDS ,The Bank of Nova Scotia,500000,"2.598% due February 27, 2017",503494,507256
481,CORPORATE BONDS ,The Bank of Nova Scotia,725000,"4.10% due June 08, 2017",742443,768901
482,CORPORATE BONDS ,The Bank of Nova Scotia,593000,"2.37% due January 11, 2018",592775,589318
483,CORPORATE BONDS ,The Bank of Nova Scotia,474000,"2.242% due March 22, 2018",472783,467181
484,CORPORATE BONDS ,The Bank of Nova Scotia,185000,"2.75% due August 13, 2018",184948,185267
485,CORPORATE BONDS ,The Bank of Nova Scotia,288000,"Callable 6.65% due January 22, 2021",287951,314066
486,CORPORATE BONDS ,The Bank of Nova Scotia,922000,"Callable 2.898% due August 03, 2022",923440,932469
487,CORPORATE BONDS ,The Bank of Nova Scotia,766000,"Callable 3.036% due October 18, 2024",766000,756378
488,CORPORATE BONDS ,Bankers Hall LP,117000,"4.377% due November 20, 2023",117000,115866
489,CORPORATE BONDS ,BCE Inc.,317000,"3.60% due December 02, 2015",316467,326894
490,CORPORATE BONDS ,BCE Inc.,61000,"4.64% due February 22, 2016",60784,64332
491,CORPORATE BONDS ,bcIMC Realty Corporation,53000,"3.38% due January 29, 2015",53000,54035
492,CORPORATE BONDS ,bcIMC Realty Corporation,148000,"Callable 4.65% due February 10, 2015",151048,152941
493,CORPORATE BONDS ,bcIMC Realty Corporation,118000,"2.65% due June 29, 2017",117978,114848
494,CORPORATE BONDS ,bcIMC Realty Corporation,49000,"5.65% due January 05, 2018",48835,54693
495,CORPORATE BONDS ,bcIMC Realty Corporation,308000,"2.79% due August 02, 2018",307929,308580
496,CORPORATE BONDS ,bcIMC Realty Corporation,440000,"2.96% due March 07, 2019",445378,439947
497,CORPORATE BONDS ,bcIMC Realty Corporation,84000,"3.51% due June 29, 2022",83979,81993
498,CORPORATE BONDS ,"Bell Aliant Regional Communications, Limited Partnership",36000,"6.29% due February 17, 2015",35986,37693
499,CORPORATE BONDS ,"Bell Aliant Regional Communications, Limited Partnership",353000,"5.41% due September 26, 2016",352838,380829
500,CORPORATE BONDS ,"Bell Aliant Regional Communications, Limited Partnership",120000,"4.37% due September 13, 2017",120179,125998
501,CORPORATE BONDS ,"Bell Aliant Regional Communications, Limited Partnership",62000,"4.88% due April 26, 2018",61996,66263
502,CORPORATE BONDS ,"Bell Aliant Regional Communications, Limited Partnership",170000,"5.52% due February 26, 2019",169867,185894
503,CORPORATE BONDS ,"Bell Aliant Regional Communications, Limited Partnership",21000,"3.54% due June 12, 2020",21000,20665
504,CORPORATE BONDS ,"Bell Aliant Regional Communications, Limited Partnership",174000,"6.17% due February 26, 2037",173835,180874
505,CORPORATE BONDS ,Bell Canada,185000,"3.65% due May 19, 2016",184867,191799
506,CORPORATE BONDS ,Bell Canada,595000,"5.00% due February 15, 2017",622767,640704
507,CORPORATE BONDS ,Bell Canada,397000,"4.40% due March 16, 2018",396667,418980
508,CORPORATE BONDS ,Bell Canada,84000,"3.50% due September 10, 2018",83950,85142
509,CORPORATE BONDS ,Bell Canada,215000,"3.35% due June 18, 2019",214654,214848
510,CORPORATE BONDS ,Bell Canada,435000,"3.25% due June 17, 2020",434674,425745
